"vaccine","geography_type","geography","year_season","dimension_type","dimension","coverage_estimate","population_sample_size"
"Pneumococcal","States","Maryland","2009","Age","55-64 Years","59.7","7248"
"Pneumococcal","States","Maryland","2014","Age","55-64 Years","63.7","9559"
"Pneumococcal","States","Maryland","2013","Age","55-64 Years","64.4","8840"
"Pneumococcal","States","Maryland","2012","Age","55-64 Years","62.2","8461"
"Pneumococcal","States","Maryland","2011","Age","55-64 Years","61.2","8159"
"Seasonal Influenza","States","Maryland","2006-07","Race and Ethnicity","White, Non-Hispanic","71.0","32587"
"Seasonal Influenza","States","Maryland","2005-06","Race and Ethnicity","White, Non-Hispanic","69.3","33056"
"Seasonal Influenza","States","Maryland","2020-21","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","78.1","32"
"Seasonal Influenza","States","Maryland","2019-20","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","72.4","29"
"Seasonal Influenza","States","Maryland","2018-19","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","84.4","45"
"Seasonal Influenza","States","Maryland","2017-18","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","66.7","42"
"Seasonal Influenza","States","Maryland","2016-17","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","63.8","58"
"Seasonal Influenza","States","Maryland","2018-19","Race and Ethnicity","Multiple Races, Non-Hispanic","55.8","43"
"Seasonal Influenza","States","Maryland","2017-18","Race and Ethnicity","Multiple Races, Non-Hispanic","48.0","83"
"Seasonal Influenza","States","Maryland","2019-20","Race and Ethnicity","Multiple Races, Non-Hispanic","66.7","24"
"Pneumococcal","States","Maryland","2013","Age","45-54 Years","60.1","3955"
"Pneumococcal","States","Maryland","2012","Age","45-54 Years","56.8","3904"
"Pneumococcal","States","Maryland","2011","Age","45-54 Years","57.9","3895"
"Pneumococcal","States","Maryland","2010","Age","45-54 Years","55.2","3722"
"Pneumococcal","States","Maryland","2016","Age","45-54 Years","47.1","4001"
"Seasonal Influenza","States","Maryland","2014-15","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","77.8","54"
"Seasonal Influenza","States","Maryland","2013-14","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","73.2","41"
"Seasonal Influenza","States","Maryland","2012-13","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","68.2","44"
"Seasonal Influenza","States","Maryland","2011-12","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","69.8","43"
"Seasonal Influenza","States","Maryland","2010-11","Race and Ethnicity","Native Hawaiian or Other Pacific Islander, Non-Hispanic","58.3","24"
"Seasonal Influenza","States","Maryland","2020-21","Race and Ethnicity","Multiple Races, Non-Hispanic","84.6","26"
"Pneumococcal","States","Maryland","2015","Age","45-54 Years","46.8","4080"
"Pneumococcal","States","Maryland","2014","Age","45-54 Years","57.7","4117"
"Pneumococcal","States","Maryland","2013","Age",">=85 Years","82.7","24347"
"Seasonal Influenza","States","Maryland","2012-13","Race and Ethnicity","Multiple Races, Non-Hispanic","76.8","56"
"Seasonal Influenza","States","Maryland","2011-12","Race and Ethnicity","Multiple Races, Non-Hispanic","76.4","55"
"Pneumococcal","States","Maryland","2019","Age","25-44 Years","32.2","1830"
"Pneumococcal","States","Maryland","2018","Age","25-44 Years","33.9","1815"
"Pneumococcal","States","Maryland","2009","Age","45-54 Years","55.0","3797"
"Seasonal Influenza","States","Maryland","2016-17","Race and Ethnicity","Multiple Races, Non-Hispanic","72.3","47"
"Seasonal Influenza","States","Maryland","2015-16","Race and Ethnicity","Multiple Races, Non-Hispanic","75.7","37"
"Seasonal Influenza","States","Maryland","2014-15","Race and Ethnicity","Multiple Races, Non-Hispanic","73.8","65"
"Seasonal Influenza","States","Maryland","2013-14","Race and Ethnicity","Multiple Races, Non-Hispanic","78.5","65"
"Pneumococcal","States","Maryland","2008","Age","45-54 Years","51.9","3736"
"Pneumococcal","States","Maryland","2007","Age","45-54 Years","47.1","3664"
"Pneumococcal","States","Maryland","2006","Age","45-54 Years","45.6","3582"
"Pneumococcal","States","Maryland","2020","Age","25-44 Years","32.2","1710"
"Pneumococcal","States","Maryland","2019","Age",">=85 Years","72.2","21618"
"Pneumococcal","States","Maryland","2018","Age",">=85 Years","74.2","22288"
"Pneumococcal","States","Maryland","2017","Age",">=85 Years","75.6","22784"
"Pneumococcal","States","Maryland","2016","Age",">=85 Years","74.8","23106"
"Pneumococcal","States","Maryland","2015","Age",">=85 Years","74.8","23391"
"Pneumococcal","States","Maryland","2014","Age",">=85 Years","82.4","24042"
"Pneumococcal","States","Maryland","2011","Age",">=85 Years","82.0","24154"
"Pneumococcal","States","Maryland","2010","Age",">=85 Years","81.3","23678"
"Pneumococcal","States","Maryland","2009","Age",">=85 Years","79.9","23051"
"Pneumococcal","States","Maryland","2008","Age",">=85 Years","77.5","22921"
"Pneumococcal","States","Maryland","2006","Age",">=85 Years","71.8","21301"
"Pneumococcal","States","Maryland","2007","Age",">=85 Years","74.6","22291"
"Pneumococcal","States","Maryland","2012","Age",">=85 Years","82.5","24303"
"Pneumococcal","States","Maryland","2014","Age","75-84 Years","78.8","20949"
"Pneumococcal","States","Maryland","2015","Age","75-84 Years","70.3","21127"
"Pneumococcal","States","Maryland","2020","Age","75-84 Years","65.8","17655"
"Pneumococcal","States","Maryland","2019","Age","75-84 Years","67.5","21445"
"Pneumococcal","States","Maryland","2018","Age","75-84 Years","70.0","21071"
"Pneumococcal","States","Maryland","2017","Age","75-84 Years","71.2","20979"
"Pneumococcal","States","Maryland","2016","Age","75-84 Years","71.1","20982"
"Pneumococcal","States","Maryland","2013","Age","75-84 Years","78.8","21206"
"Pneumococcal","States","Maryland","2012","Age","75-84 Years","78.1","21216"
"Pneumococcal","States","Maryland","2011","Age","75-84 Years","77.0","21515"
"Pneumococcal","States","Maryland","2020","Age",">=85 Years","70.2","17597"
"Pneumococcal","States","Maryland","2008","Education","Technical or Trade School","74.4","1792"
"Pneumococcal","States","Maryland","2007","Education","Technical or Trade School","71.6","1909"
"Pneumococcal","States","Maryland","2006","Education","Technical or Trade School","66.3","1981"
"Pneumococcal","States","Maryland","2010","Education","High School","73.3","16415"
"Pneumococcal","States","Maryland","2009","Education","High School","70.1","20678"
"Pneumococcal","States","Maryland","2008","Education","High School","67.8","19718"
"Pneumococcal","States","Maryland","2007","Education","High School","65.0","19890"
"Pneumococcal","States","Maryland","2006","Education","High School","63.2","20199"
"Pneumococcal","States","Maryland","2010","Education","< High School","76.1","9465"
"Pneumococcal","States","Maryland","2009","Education","< High School","72.5","12735"
"Pneumococcal","States","Maryland","2008","Education","< High School","69.0","13294"
"Pneumococcal","States","Maryland","2007","Education","< High School","67.1","14286"
"Pneumococcal","States","Maryland","2006","Education","< High School","63.8","14960"
"Pneumococcal","States","Maryland","2010","Education","Some College","73.0","4606"
"Pneumococcal","States","Maryland","2010","Education","Technical or Trade School","77.8","1356"
"Pneumococcal","States","Maryland","2009","Education","Technical or Trade School","72.6","1718"
"Pneumococcal","States","Maryland","2009","Education","Some College","69.6","5978"
"Pneumococcal","States","Maryland","2008","Education","Some College","66.0","5829"
"Pneumococcal","States","Maryland","2007","Education","Some College","62.2","5716"
"Pneumococcal","States","Maryland","2006","Education","Some College","60.8","5573"
"Pneumococcal","States","Maryland","2007","Education","Advanced Degree","68.6","2525"
"Pneumococcal","States","Maryland","2006","Education","Advanced Degree","65.6","2466"
"Pneumococcal","States","Maryland","2010","Education","4-Year College","77.0","3029"
"Pneumococcal","States","Maryland","2009","Education","4-Year College","75.2","3751"
"Pneumococcal","States","Maryland","2008","Education","4-Year College","72.0","3606"
"Pneumococcal","States","Maryland","2007","Education","4-Year College","68.5","3739"
"Pneumococcal","States","Maryland","2006","Education","4-Year College","65.9","3831"
"Pneumococcal","States","Maryland","2015","Marital Status","Widowed","72.4","25857"
"Pneumococcal","States","Maryland","2014","Marital Status","Widowed","80.8","26421"
"Pneumococcal","States","Maryland","2016","Sex","Male","62.9","30315"
"Pneumococcal","States","Maryland","2015","Sex","Male","63.5","29902"
"Pneumococcal","States","Maryland","2014","Sex","Male","72.5","28852"
"Pneumococcal","States","Maryland","2007","Sex","Female","67.4","44111"
"Pneumococcal","States","Maryland","2006","Sex","Female","65.0","43407"
"Pneumococcal","States","Maryland","2008","Sex","Female","70.5","44551"
"Pneumococcal","States","Maryland","2006","Sex","Male","59.4","23524"
"Pneumococcal","States","Maryland","2007","Marital Status","Divorced","65.4","5040"
"Pneumococcal","States","Maryland","2019","Sex","Female","65.5","44443"
"Pneumococcal","States","Maryland","2020","Sex","Female","64.0","36605"
"Pneumococcal","States","Maryland","2018","Sex","Female","67.5","45027"
"Pneumococcal","States","Maryland","2017","Sex","Female","68.8","45757"
"Pneumococcal","States","Maryland","2016","Sex","Female","68.6","46449"
"Pneumococcal","States","Maryland","2015","Sex","Female","68.3","45949"
"Pneumococcal","States","Maryland","2008","Marital Status","Separated","63.9","1256"
"Pneumococcal","States","Maryland","2012","Marital Status","Separated","68.1","1146"
"Pneumococcal","States","Maryland","2011","Marital Status","Separated","66.0","1210"
"Pneumococcal","States","Maryland","2010","Marital Status","Separated","69.2","1090"
"Pneumococcal","States","Maryland","2009","Marital Status","Separated","67.4","1068"
"Pneumococcal","States","Maryland","2014","Marital Status","Separated","71.2","1158"
"Pneumococcal","States","Maryland","2013","Marital Status","Separated","72.1","1091"
"Pneumococcal","States","Maryland","2012","Sex","Female","76.5","46079"
"Pneumococcal","States","Maryland","2011","Sex","Female","75.8","45865"
"Pneumococcal","States","Maryland","2010","Sex","Female","74.9","44871"
"Pneumococcal","States","Maryland","2009","Sex","Female","73.1","44753"
"Pneumococcal","States","Maryland","2019","Marital Status","Separated","55.6","1063"
"Pneumococcal","States","Maryland","2020","Marital Status","Separated","56.3","928"
"Pneumococcal","States","Maryland","2018","Marital Status","Separated","57.7","982"
"Pneumococcal","States","Maryland","2017","Marital Status","Separated","59.3","1061"
"Pneumococcal","States","Maryland","2016","Marital Status","Separated","56.6","1075"
"Pneumococcal","States","Maryland","2015","Marital Status","Separated","60.2","1148"
"Pneumococcal","States","Maryland","2014","Sex","Female","77.1","46423"
"Pneumococcal","States","Maryland","2013","Sex","Female","77.5","46317"
"Pneumococcal","States","Maryland","2013","Marital Status","Divorced","74.4","7213"
"Pneumococcal","States","Maryland","2012","Marital Status","Divorced","72.8","6683"
"Pneumococcal","States","Maryland","2011","Marital Status","Divorced","72.6","6340"
"Pneumococcal","States","Maryland","2010","Marital Status","Divorced","70.7","5784"
"Pneumococcal","States","Maryland","2009","Marital Status","Divorced","69.5","5625"
"Pneumococcal","States","Maryland","2008","Marital Status","Divorced","67.7","5311"
"Pneumococcal","States","Maryland","2007","Marital Status","Separated","59.7","1202"
"Pneumococcal","States","Maryland","2006","Marital Status","Separated","58.2","1316"
"Pneumococcal","States","Maryland","2020","Marital Status","Married","62.7","16125"
"Pneumococcal","States","Maryland","2019","Marital Status","Married","64.7","20978"
"Pneumococcal","States","Maryland","2018","Marital Status","Married","67.1","21142"
"Pneumococcal","States","Maryland","2016","Marital Status","Married","66.8","21381"
"Pneumococcal","States","Maryland","2017","Marital Status","Married","68.0","21146"
"Pneumococcal","States","Maryland","2013","Marital Status","Widowed","81.3","26951"
"Pneumococcal","States","Maryland","2012","Marital Status","Widowed","81.0","27012"
"Pneumococcal","States","Maryland","2011","Marital Status","Widowed","80.1","27429"
"Pneumococcal","States","Maryland","2010","Marital Status","Widowed","78.9","26005"
"Pneumococcal","States","Maryland","2009","Marital Status","Widowed","77.0","26450"
"Pneumococcal","States","Maryland","2008","Marital Status","Widowed","74.5","26715"
"Pneumococcal","States","Maryland","2007","Marital Status","Widowed","71.4","26743"
"Pneumococcal","States","Maryland","2019","Sex","Male","60.3","31069"
"Pneumococcal","States","Maryland","2020","Sex","Male","57.4","26905"
"Pneumococcal","States","Maryland","2018","Sex","Male","62.4","30646"
"Pneumococcal","States","Maryland","2017","Sex","Male","63.8","30652"
"Pneumococcal","States","Maryland","2006","Marital Status","Widowed","68.4","26768"
"Pneumococcal","States","Maryland","2020","Marital Status","Divorced","62.2","7807"
"Pneumococcal","States","Maryland","2019","Marital Status","Divorced","62.9","8922"
"Pneumococcal","States","Maryland","2018","Marital Status","Divorced","64.0","8773"
"Pneumococcal","States","Maryland","2017","Marital Status","Divorced","66.0","8509"
"Pneumococcal","States","Maryland","2016","Marital Status","Divorced","66.2","8266"
"Pneumococcal","States","Maryland","2014","Marital Status","Divorced","74.3","7517"
"Pneumococcal","States","Maryland","2015","Marital Status","Divorced","65.2","7686"
"Pneumococcal","States","Maryland","2013","Sex","Male","73.1","27826"
"Pneumococcal","States","Maryland","2012","Sex","Male","72.3","26828"
"Pneumococcal","States","Maryland","2011","Sex","Male","71.6","26306"
"Pneumococcal","States","Maryland","2010","Sex","Male","70.7","25232"
"Pneumococcal","States","Maryland","2009","Sex","Male","69.5","24612"
"Pneumococcal","States","Maryland","2008","Sex","Male","66.3","24415"
"Pneumococcal","States","Maryland","2007","Sex","Male","62.5","23663"
"Pneumococcal","States","Maryland","2017","Marital Status","Never Married","57.1","15272"
"Pneumococcal","States","Maryland","2008","Marital Status","Married","67.1","17094"
"Pneumococcal","States","Maryland","2007","Marital Status","Married","63.8","16608"
"Pneumococcal","States","Maryland","2006","Marital Status","Married","60.8","16651"
"Pneumococcal","States","Maryland","2020","Marital Status","Never Married","51.2","14919"
"Pneumococcal","States","Maryland","2019","Marital Status","Never Married","53.3","15817"
"Pneumococcal","States","Maryland","2018","Marital Status","Never Married","55.6","15136"
"Pneumococcal","States","Maryland","2006","Marital Status","Divorced","62.3","4774"
"Pneumococcal","States","Maryland","2015","Marital Status","Never Married","57.3","14158"
"Pneumococcal","States","Maryland","2009","Marital Status","Married","71.0","17292"
"Pneumococcal","States","Maryland","2011","Marital Status","Married","72.3","19590"
"Pneumococcal","States","Maryland","2010","Marital Status","Married","71.7","17774"
"Pneumococcal","States","Maryland","2015","Marital Status","Married","67.0","21499"
"Pneumococcal","States","Maryland","2014","Marital Status","Married","74.3","21351"
"Pneumococcal","States","Maryland","2013","Marital Status","Married","74.3","21105"
"Pneumococcal","States","Maryland","2012","Marital Status","Married","73.9","20252"
"Pneumococcal","States","Maryland","2008","Education","Advanced Degree","71.4","2713"
"Pneumococcal","States","Maryland","2009","Marital Status","Never Married","67.9","10168"
"Pneumococcal","States","Maryland","2008","Marital Status","Never Married","66.5","9691"
