"reporting_area","mmwr_year","mmwr_week","gonorrhea_current_week","gonorrhea_current_week_flag","gonorrhea_previous_52_weeks_max","gonorrhea_previous_52_weeks_max_flag","gonorrhea_cum_2019","gonorrhea_cum_2019_flag","gonorrhea_cum_2018","gonorrhea_cum_2018_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_current_week","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_current_week_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_previous_52_weeks_max","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_previous_52_weeks_max_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2019","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2019_flag","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2018","haemophilus_influenza_invasive_disease_all_ages_all_serotypes_all_ages_all_serotypes_cum_2018_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_current_week","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_current_week_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_previous_52_weeks_max","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_previous_52_weeks_max_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2019","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2019_flag","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2018","haemophilus_influenza_invasive_disease_age_5_years_serotype_b_cum_2018_flag","location_1","location_2"
"CALIFORNIA","2019","18","145",,"1776",,"25285",,"26562",,,"-","3",,"19",,"19",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.211164, -119.662127)",
"MAINE","2019","18",,"-","25",,"175",,"233",,,"-","4",,"14",,"9",,,"-","0",,,"-",,"-","
, MAINE 
(45.117911, -69.06137)",
"ARKANSAS","2019","18",,"-","183",,"809",,"2452",,"1",,"8",,"43",,"28",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.899825, -92.439162)",
"OKLAHOMA","2019","18","21",,"207",,"2074",,"2938",,"3",,"8",,"38",,"37",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.583449, -97.508297)",
"SOUTH ATLANTIC","2019","18","684",,"2725",,"29207",,"43413",,"15",,"44",,"453",,"510",,,"-","1",,"1",,"1",,,"
, SOUTH ATLANTIC "
"NEW YORK CITY","2019","18","290",,"687",,"9122",,"7924",,"1",,"7",,"54",,"55",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"TOTAL","2019","18","3431",,"12567",,"147944",,"191875",,"49",,"202",,"1934",,"2133",,,"-","3",,"3",,"12",,,"
, TOTAL "
"ALASKA","2019","18",,"-","60",,,"-","806",,"1",,"3",,"11",,"14",,,"-","0",,,"-",,"-","
, ALASKA 
(63.631126, -151.631889)",
"WEST VIRGINIA","2019","18","1",,"83",,"362",,"355",,,"-","4",,"13",,"17",,,"-","1",,,"-","1",,"
, WEST VIRGINIA 
(38.642579, -80.613729)",
"ALASKA","2019","19",,"-","60",,,"-","845",,"1",,"3",,"12",,"14",,,"-","0",,,"-",,"-","
, ALASKA 
(63.631126, -151.631889)",
"DELAWARE","2019","19",,"-","79",,"651",,"453",,,"-","3",,"9",,"8",,,"-","0",,,"-",,"-","
, DELAWARE 
(38.994926, -75.452394)",
"TENNESSEE","2019","19","76",,"392",,"5071",,"5066",,,"-","9",,"84",,"73",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.842998, -86.343226)",
"LOUISIANA","2019","19","88",,"294",,"4014",,"4075",,,"-","8",,"37",,"40",,,"-","0",,,"-",,"-","
, LOUISIANA 
(30.921314, -91.840238)",
"NEBRASKA","2019","19",,"-","106",,"567",,"1027",,"1",,"3",,"9",,"9",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.527099, -99.810595)",
"TOTAL","2019","19","3564",,"12550",,"158793",,"202327",,"39",,"204",,"2026",,"2260",,,"-","3",,"3",,"13",,,"
, TOTAL "
"MISSISSIPPI","2019","19",,"-","277",,"2721",,"3429",,,"-","4",,"28",,"35",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.713378, -89.65344)",
"NEW YORK","2019","19","213",,"304",,"3723",,"3748",,"3",,"17",,"84",,"78",,,"-","1",,,"-","1",,"
, NEW YORK 
(42.921241, -75.59655)",
"IOWA","2019","19","21",,"120",,"1659",,"1601",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, IOWA 
(42.074659, -93.500061)",
"EAST NORTH CENTRAL","2019","19","598",,"1995",,"24953",,"29192",,"12",,"35",,"344",,"388",,,"-","2",,"1",,"4",,,"
, EAST NORTH CENTRAL "
"WASHINGTON","2019","19","150",,"244",,"2926",,"4333",,,"-","2",,"3",,"6",,,"-","1",,,"-","3",,"
, WASHINGTON 
(47.411715, -120.592492)",
"PACIFIC","2019","19","466",,"2217",,"31819",,"35776",,"2",,"9",,"85",,"97",,,"-","1",,,"-","3",,,"
, PACIFIC "
"TEXAS","2019","19",,"-","1070",,,"-","17371",,,"-","45",,"123",,"193",,,"-","1",,"1",,,"-","
, TEXAS 
(31.447238, -99.317341)",
"MIDDLE ATLANTIC","2019","19","814",,"1506",,"21831",,"20770",,"7",,"30",,"277",,"310",,,"-","1",,,"-","1",,,"
, MIDDLE ATLANTIC "
"MINNESOTA","2019","19","15",,"189",,"1930",,"2646",,,"-","5",,"3",,"38",,,"-","0",,,"-",,"-","
, MINNESOTA 
(46.349153, -94.198308)",
"DISTRICT OF COLUMBIA","2019","19",,"-","109",,,"-","1487",,,"-","3",,"5",,"5",,,"-","0",,,"-",,"-","
, DISTRICT OF COLUMBIA 
(38.904785, -77.016275)",
"SOUTH ATLANTIC","2019","19","908",,"2725",,"31393",,"45568",,"10",,"44",,"473",,"530",,,"-","1",,"1",,"1",,,"
, SOUTH ATLANTIC "
"UTAH","2019","19","32",,"81",,"876",,"1001",,,"-","4",,"20",,"20",,,"-","0",,,"-",,"-","
, UTAH 
(39.323779, -111.678222)",
"FLORIDA","2019","19","455",,"774",,"11596",,"11117",,"8",,"14",,"141",,"149",,,"-","0",,,"-",,"-","
, FLORIDA 
(28.260731, -82.420978)",
"KENTUCKY","2019","19",,"-","1730",,"1029",,"1155",,,"-","8",,"35",,"49",,,"-","1",,,"-",,"-","
, KENTUCKY 
(37.526683, -85.290484)",
"AMERICAN SAMOA","2019","19",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"NEVADA","2019","19","40",,"142",,"1932",,"1797",,,"-","5",,"18",,"12",,,"-","0",,,"-",,"-","
, NEVADA 
(39.283294, -114.916992)",
"CONNECTICUT","2019","19",,"U",,"NC",,"U",,"U",,"-","5",,"16",,"19",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.575155, -72.738288)",
"MISSOURI","2019","19","196",,"389",,"5303",,"5162",,"1",,"10",,"58",,"69",,,"-","0",,,"-",,"-","
, MISSOURI 
(38.3675, -92.477244)",
"OKLAHOMA","2019","19","18",,"207",,"2225",,"3127",,,"-","8",,"38",,"40",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.583449, -97.508297)",
"ALABAMA","2019","19",,"-","407",,"4677",,"4385",,,"-","7",,"39",,"42",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.756889, -86.844516)",
"HAWAII","2019","19",,"-","45",,,"-","491",,,"-","3",,"15",,"16",,,"-","0",,,"-",,"-","
, HAWAII 
(21.361013, -157.854309)",
"WEST SOUTH CENTRAL","2019","19","106",,"1655",,"7116",,"27171",,"1",,"58",,"243",,"302",,,"-","1",,"1",,,"-",,"
, WEST SOUTH CENTRAL "
"KANSAS","2019","19",,"-","131",,"1644",,"1674",,,"-","1",,,"-","13",,,"-","0",,,"-",,"-","
, KANSAS 
(38.484729, -98.38018)",
"WEST VIRGINIA","2019","19","5",,"83",,"367",,"368",,,"-","4",,"15",,"17",,,"-","1",,,"-","1",,"
, WEST VIRGINIA 
(38.642579, -80.613729)",
"MASSACHUSETTS","2019","19",,"-","191",,"2269",,"2821",,"1",,"7",,"40",,"48",,,"-","0",,,"-","1",,"
, MASSACHUSETTS 
(42.151077, -71.481104)",
"GEORGIA","2019","19","163",,"463",,"4523",,"8039",,,"-","11",,"80",,"101",,,"-","0",,,"-",,"-","
, GEORGIA 
(32.638481, -83.426574)",
"SOUTH DAKOTA","2019","19",,"-","58",,"370",,"568",,,"-","2",,"10",,"8",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.43614, -100.230491)",
"WISCONSIN","2019","19","111",,"199",,"2751",,"2660",,,"-","6",,"9",,"44",,,"-","1",,"1",,"1",,"
, WISCONSIN 
(44.639954, -89.732969)",
"EAST SOUTH CENTRAL","2019","19","76",,"2265",,"13498",,"14035",,,"-","18",,"186",,"199",,,"-","1",,,"-",,"-",,"
, EAST SOUTH CENTRAL "
"COLORADO","2019","19","162",,"269",,"3253",,"3059",,,"-","8",,"52",,"48",,,"-","0",,,"-","1",,"
, COLORADO 
(38.998552, -105.547832)",
"NORTH DAKOTA","2019","19","4",,"42",,"445",,"404",,,"-","2",,"8",,"7",,,"-","0",,,"-",,"-","
, NORTH DAKOTA 
(47.446305, -100.46931)",
"PUERTO RICO","2019","19","1",,"19",,"111",,"177",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"ILLINOIS","2019","19","29",,"599",,"4378",,"8498",,,"-","9",,"74",,"92",,,"-","0",,,"-","2",,"
, ILLINOIS 
(40.124144, -89.148632)",
"INDIANA","2019","19","70",,"326",,"3540",,"4222",,,"-","8",,"58",,"71",,,"-","2",,,"-",,"-","
, INDIANA 
(39.919991, -86.2818)",
"US TERRITORIES","2019","19","1",,"19",,"111",,"187",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, US TERRITORIES "
"ARIZONA","2019","19","80",,"305",,"4509",,"4429",,"3",,"8",,"96",,"62",,,"-","1",,,"-",,"-","
, ARIZONA 
(34.293239, -111.664616)",
"NEW MEXICO","2019","19","14",,"135",,"1534",,"1776",,,"-","3",,"21",,"25",,,"-","0",,,"-","1",,"
, NEW MEXICO 
(34.421369, -106.108388)",
"OHIO","2019","19","246",,"593",,"8658",,"8438",,"12",,"14",,"150",,"101",,,"-","2",,,"-","1",,"
, OHIO 
(40.415534, -82.70936)",
"MICHIGAN","2019","19","142",,"443",,"5626",,"5374",,,"-","7",,"53",,"80",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.874798, -85.730977)",
"VERMONT","2019","19",,"-","14",,"6",,"99",,,"-","3",,"5",,"6",,,"-","0",,,"-",,"-","
, VERMONT 
(44.075252, -72.662695)",
"VIRGINIA","2019","19","256",,"356",,"4792",,"4165",,"1",,"13",,"58",,"52",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.510861, -78.666382)",
"NEW JERSEY","2019","19","135",,"237",,"3254",,"2929",,,"-","10",,"38",,"66",,,"-","0",,,"-",,"-","
, NEW JERSEY 
(40.110253, -74.655514)",
"PENNSYLVANIA","2019","19","186",,"377",,"5269",,"5674",,"1",,"12",,"98",,"109",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.896694, -77.838886)",
"WEST NORTH CENTRAL","2019","19","236",,"912",,"11918",,"13082",,"2",,"14",,"88",,"144",,,"-","1",,,"-",,"-",,"
, WEST NORTH CENTRAL "
"MONTANA","2019","19",,"-","36",,"413",,"389",,,"-","2",,"9",,"10",,,"-","1",,,"-",,"-","
, MONTANA 
(47.033521, -109.645127)",
"RHODE ISLAND","2019","19",,"-","139",,"358",,"314",,,"-","4",,"9",,"8",,,"-","1",,,"-",,"-","
, RHODE ISLAND 
(41.572574, -71.534637)",
"SOUTH CAROLINA","2019","19",,"-","462",,,"-","8110",,,"-","6",,"42",,"60",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(33.878572, -80.864614)",
"ARKANSAS","2019","19",,"-","183",,"877",,"2598",,"1",,"8",,"45",,"29",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.899825, -92.439162)",
"NON-US RESIDENTS","2019","19",,"-",,"NC","2",,,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"MOUNTAIN","2019","19","351",,"864",,"13147",,"12850",,"4",,"20",,"235",,"188",,,"-","1",,,"-","2",,,"
, MOUNTAIN "
"CALIFORNIA","2019","19","172",,"1775",,"26820",,"27993",,,"-","3",,"19",,"20",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.211164, -119.662127)",
"MARYLAND","2019","19","7",,"249",,"2221",,"3711",,"1",,"8",,"51",,"59",,,"-","1",,"1",,,"-","
, MARYLAND 
(38.946466, -76.687282)",
"OREGON","2019","19","144",,"158",,"2073",,"2114",,"1",,"7",,"36",,"41",,,"-","0",,,"-",,"-","
, OREGON 
(43.940449, -120.605279)",
"IDAHO","2019","19","23",,"52",,"514",,"296",,"1",,"3",,"19",,"9",,,"-","0",,,"-",,"-","
, IDAHO 
(44.389073, -114.659366)",
"NORTH CAROLINA","2019","19","22",,"550",,"7243",,"8118",,,"-","10",,"72",,"79",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.52603, -79.130883)",
"U.S. VIRGIN ISLANDS","2019","19",,"-","4",,,"-","10",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"MAINE","2019","19","1",,"25",,"194",,"233",,,"-","4",,"14",,"9",,,"-","0",,,"-",,"-","
, MAINE 
(45.117911, -69.06137)",
"GUAM","2019","19",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"NORTHERN MARIANA ISLANDS","2019","19",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"US RESIDENTS","2019","19","3563",,"12536",,"158680",,"202140",,"39",,"204",,"2026",,"2260",,,"-","3",,"3",,"13",,,"
, US RESIDENTS "
"NEW HAMPSHIRE","2019","19","7",,"23",,"178",,"229",,,"-","3",,"11",,"12",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.680429, -71.57139)",
"WYOMING","2019","19",,"-","15",,"116",,"103",,,"-","1",,,"-","2",,,"-","0",,,"-",,"-","
, WYOMING 
(42.999627, -107.55145)",
"NEW YORK CITY","2019","19","280",,"687",,"9585",,"8419",,"3",,"7",,"57",,"57",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"NEW ENGLAND","2019","19","8",,"301",,"3005",,"3696",,"1",,"12",,"95",,"102",,,"-","1",,,"-","2",,,"
, NEW ENGLAND "
"EAST SOUTH CENTRAL","2019","20","411",,"2265",,"14209",,"14818",,"1",,"18",,"191",,"200",,,"-","1",,,"-",,"-",,"
, EAST SOUTH CENTRAL "
"NEW MEXICO","2019","20","3",,"135",,"1617",,"1881",,,"-","3",,"23",,"25",,,"-","0",,,"-","1",,"
, NEW MEXICO 
(34.421369, -106.108388)",
"OHIO","2019","20","217",,"593",,"9080",,"8897",,"4",,"14",,"154",,"108",,,"-","2",,,"-","1",,"
, OHIO 
(40.415534, -82.70936)",
"MIDDLE ATLANTIC","2019","20","864",,"1506",,"23033",,"21894",,"8",,"31",,"289",,"328",,,"-","1",,,"-","1",,,"
, MIDDLE ATLANTIC "
"CALIFORNIA","2019","20","130",,"1775",,"28237",,"29492",,,"-","3",,"19",,"21",,,"-","0",,,"-",,"-","
, CALIFORNIA 
(37.211164, -119.662127)",
"ILLINOIS","2019","20","29",,"599",,"4994",,"8951",,,"-","10",,"81",,"97",,,"-","0",,,"-","2",,"
, ILLINOIS 
(40.124144, -89.148632)",
"TOTAL","2019","20","3862",,"12550",,"173165",,"213187",,"59",,"204",,"2147",,"2370",,,"-","3",,"4",,"14",,,"
, TOTAL "
"MONTANA","2019","20","19",,"35",,"493",,"393",,,"-","2",,"12",,"12",,,"-","1",,,"-","1",,"
, MONTANA 
(47.033521, -109.645127)",
"NEW YORK","2019","20","222",,"304",,"3942",,"3956",,"5",,"18",,"89",,"82",,,"-","1",,,"-","1",,"
, NEW YORK 
(42.921241, -75.59655)",
"PUERTO RICO","2019","20",,"-","19",,"111",,"192",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, PUERTO RICO 
(18.215692, -66.414655)",
"OREGON","2019","20","81",,"158",,"2154",,"2220",,"2",,"7",,"39",,"42",,,"-","0",,,"-",,"-","
, OREGON 
(43.940449, -120.605279)",
"MASSACHUSETTS","2019","20",,"-","191",,"2269",,"3000",,,"-","7",,"40",,"49",,,"-","0",,,"-","1",,"
, MASSACHUSETTS 
(42.151077, -71.481104)",
"GUAM","2019","20",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, GUAM 
(13.3532, 144.653198)",
"MOUNTAIN","2019","20","373",,"864",,"14006",,"13587",,"9",,"20",,"253",,"196",,,"-","1",,"1",,"3",,,"
, MOUNTAIN "
"IDAHO","2019","20","18",,"52",,"532",,"315",,,"-","3",,"19",,"9",,,"-","0",,,"-",,"-","
, IDAHO 
(44.389073, -114.659366)",
"EAST NORTH CENTRAL","2019","20","567",,"1995",,"26659",,"30743",,"5",,"35",,"362",,"409",,,"-","2",,"1",,"4",,,"
, EAST NORTH CENTRAL "
"WISCONSIN","2019","20","125",,"199",,"2921",,"2790",,,"-","6",,"9",,"45",,,"-","1",,"1",,"1",,"
, WISCONSIN 
(44.639954, -89.732969)",
"NEW YORK CITY","2019","20","329",,"687",,"10138",,"8905",,,"-","7",,"57",,"58",,,"-","0",,,"-",,"-",,"
, NEW YORK CITY "
"UTAH","2019","20","25",,"81",,"922",,"1044",,"2",,"4",,"24",,"22",,,"-","0",,,"-",,"-","
, UTAH 
(39.323779, -111.678222)",
"KANSAS","2019","20","58",,"131",,"1789",,"1778",,,"-","1",,,"-","13",,,"-","0",,,"-",,"-","
, KANSAS 
(38.484729, -98.38018)",
"DELAWARE","2019","20",,"-","79",,"694",,"482",,,"-","3",,"9",,"8",,,"-","0",,,"-",,"-","
, DELAWARE 
(38.994926, -75.452394)",
"IOWA","2019","20","30",,"120",,"1808",,"1671",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, IOWA 
(42.074659, -93.500061)",
"MISSOURI","2019","20","256",,"389",,"5609",,"5376",,"3",,"10",,"61",,"71",,,"-","0",,,"-",,"-","
, MISSOURI 
(38.3675, -92.477244)",
"MAINE","2019","20","3",,"25",,"198",,"247",,,"-","4",,"15",,"10",,,"-","0",,,"-",,"-","
, MAINE 
(45.117911, -69.06137)",
"LOUISIANA","2019","20","164",,"294",,"4303",,"4290",,,"-","8",,"37",,"41",,,"-","0",,,"-",,"-","
, LOUISIANA 
(30.921314, -91.840238)",
"INDIANA","2019","20","59",,"326",,"3687",,"4449",,,"-","8",,"61",,"75",,,"-","2",,,"-",,"-","
, INDIANA 
(39.919991, -86.2818)",
"NEW HAMPSHIRE","2019","20","3",,"23",,"183",,"240",,,"-","3",,"12",,"15",,,"-","0",,,"-","1",,"
, NEW HAMPSHIRE 
(43.680429, -71.57139)",
"SOUTH CAROLINA","2019","20",,"-","462",,"5214",,"8392",,,"-","6",,"43",,"62",,,"-","0",,,"-",,"-","
, SOUTH CAROLINA 
(33.878572, -80.864614)",
"NORTH DAKOTA","2019","20","3",,"42",,"465",,"431",,,"-","2",,"8",,"7",,,"-","0",,,"-",,"-","
, NORTH DAKOTA 
(47.446305, -100.46931)",
"COLORADO","2019","20","194",,"269",,"3454",,"3238",,"5",,"8",,"57",,"50",,,"-","0",,,"-","1",,"
, COLORADO 
(38.998552, -105.547832)",
"NORTHERN MARIANA ISLANDS","2019","20",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-","
, NORTHERN MARIANA ISLANDS 
(15.1834, 145.725693)",
"US TERRITORIES","2019","20",,"-","19",,"111",,"202",,,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, US TERRITORIES "
"OKLAHOMA","2019","20","26",,"207",,"2337",,"3290",,"3",,"8",,"41",,"40",,,"-","0",,,"-",,"-","
, OKLAHOMA 
(35.583449, -97.508297)",
"U.S. VIRGIN ISLANDS","2019","20",,"-","4",,,"-","10",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"ALABAMA","2019","20","297",,"407",,"5132",,"4602",,,"-","7",,"39",,"44",,,"-","0",,,"-",,"-","
, ALABAMA 
(32.756889, -86.844516)",
"WEST VIRGINIA","2019","20","8",,"83",,"375",,"392",,,"-","4",,"15",,"18",,,"-","1",,,"-","1",,"
, WEST VIRGINIA 
(38.642579, -80.613729)",
"WEST NORTH CENTRAL","2019","20","361",,"912",,"12697",,"13700",,"5",,"14",,"94",,"148",,,"-","1",,,"-",,"-",,"
, WEST NORTH CENTRAL "
"DISTRICT OF COLUMBIA","2019","20",,"-","109",,,"-","1576",,,"-","3",,"5",,"5",,,"-","0",,,"-",,"-","
, DISTRICT OF COLUMBIA 
(38.904785, -77.016275)",
"ARKANSAS","2019","20",,"-","183",,"1009",,"2730",,"5",,"8",,"51",,"29",,,"-","0",,,"-",,"-","
, ARKANSAS 
(34.899825, -92.439162)",
"SOUTH ATLANTIC","2019","20","729",,"2724",,"38299",,"47973",,"18",,"43",,"515",,"559",,,"-","1",,"1",,"1",,,"
, SOUTH ATLANTIC "
"AMERICAN SAMOA","2019","20",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"-","0",,,"-",,"-",,"
, AMERICAN SAMOA "
"VERMONT","2019","20",,"-","14",,"9",,"106",,"1",,"3",,"6",,"7",,,"-","0",,,"-",,"-","
, VERMONT 
(44.075252, -72.662695)",
"WASHINGTON","2019","20","137",,"244",,"3063",,"4541",,,"-","1",,"3",,"6",,,"-","0",,,"-","3",,"
, WASHINGTON 
(47.411715, -120.592492)",
"MICHIGAN","2019","20","137",,"443",,"5977",,"5656",,"1",,"7",,"57",,"84",,,"-","1",,,"-",,"-","
, MICHIGAN 
(44.874798, -85.730977)",
"PACIFIC","2019","20","348",,"2216",,"33454",,"37666",,"4",,"9",,"91",,"102",,,"-","0",,,"-","3",,,"
, PACIFIC "
"GEORGIA","2019","20","136",,"462",,"4843",,"8386",,"3",,"11",,"85",,"105",,,"-","0",,,"-",,"-","
, GEORGIA 
(32.638481, -83.426574)",
"NEW JERSEY","2019","20","105",,"238",,"3394",,"3087",,,"-","10",,"39",,"73",,,"-","0",,,"-",,"-","
, NEW JERSEY 
(40.110253, -74.655514)",
"NEW ENGLAND","2019","20","19",,"301",,"3046",,"3943",,"1",,"12",,"100",,"112",,,"-","1",,,"-","2",,,"
, NEW ENGLAND "
"RHODE ISLAND","2019","20","13",,"139",,"387",,"350",,,"-","4",,"11",,"8",,,"-","1",,,"-",,"-","
, RHODE ISLAND 
(41.572574, -71.534637)",
"NEBRASKA","2019","20",,"-","106",,"567",,"1070",,"2",,"3",,"11",,"9",,,"-","1",,,"-",,"-","
, NEBRASKA 
(41.527099, -99.810595)",
"WEST SOUTH CENTRAL","2019","20","190",,"1655",,"7649",,"28661",,"8",,"58",,"252",,"316",,,"-","1",,"1",,,"-",,"
, WEST SOUTH CENTRAL "
"MARYLAND","2019","20","6",,"249",,"2247",,"3900",,"1",,"8",,"53",,"63",,,"-","1",,"1",,,"-","
, MARYLAND 
(38.946466, -76.687282)",
"HAWAII","2019","20",,"-","45",,,"-","523",,,"-","3",,"15",,"17",,,"-","0",,,"-",,"-","
, HAWAII 
(21.361013, -157.854309)",
"ARIZONA","2019","20","68",,"305",,"4808",,"4722",,"2",,"8",,"98",,"64",,,"-","1",,"1",,,"-","
, ARIZONA 
(34.293239, -111.664616)",
"MISSISSIPPI","2019","20","45",,"277",,"2908",,"3632",,"1",,"4",,"30",,"35",,,"-","0",,,"-",,"-","
, MISSISSIPPI 
(32.713378, -89.65344)",
"PENNSYLVANIA","2019","20","208",,"377",,"5559",,"5946",,"3",,"12",,"104",,"115",,,"-","0",,,"-",,"-","
, PENNSYLVANIA 
(40.896694, -77.838886)",
"MINNESOTA","2019","20","14",,"189",,"2089",,"2776",,,"-","5",,"4",,"40",,,"-","0",,,"-",,"-","
, MINNESOTA 
(46.349153, -94.198308)",
"CONNECTICUT","2019","20",,"U",,"NC",,"U",,"U",,"-","5",,"16",,"23",,,"-","0",,,"-",,"-","
, CONNECTICUT 
(41.575155, -72.738288)",
"NON-US RESIDENTS","2019","20",,"-",,"NC","2",,,"NP",,"-",,"NC",,"-",,"NP",,"-",,"NC",,"-",,"NP",,"
, NON-US RESIDENTS "
"FLORIDA","2019","20","380",,"774",,"12267",,"11786",,"12",,"14",,"153",,"161",,,"-","0",,,"-",,"-","
, FLORIDA 
(28.260731, -82.420978)",
"NORTH CAROLINA","2019","20","32",,"550",,"7700",,"8561",,,"-","11",,"92",,"84",,,"-","1",,,"-",,"-","
, NORTH CAROLINA 
(35.52603, -79.130883)",
"ALASKA","2019","20",,"-","60",,,"-","890",,"2",,"3",,"15",,"16",,,"-","0",,,"-",,"-","
, ALASKA 
(63.631126, -151.631889)",
"VIRGINIA","2019","20","167",,"356",,"4959",,"4498",,"2",,"13",,"60",,"53",,,"-","0",,,"-",,"-","
, VIRGINIA 
(37.510861, -78.666382)",
"US RESIDENTS","2019","20","3862",,"12536",,"173052",,"212985",,"59",,"204",,"2147",,"2370",,,"-","3",,"4",,"14",,,"
, US RESIDENTS "
"TEXAS","2019","20",,"-","1070",,,"-","18351",,,"-","45",,"123",,"206",,,"-","1",,"1",,,"-","
, TEXAS 
(31.447238, -99.317341)",
"KENTUCKY","2019","20",,"-","1730",,"1029",,"1277",,,"-","8",,"35",,"45",,,"-","1",,,"-",,"-","
, KENTUCKY 
(37.526683, -85.290484)",
"SOUTH DAKOTA","2019","20",,"-","58",,"370",,"598",,,"-","2",,"10",,"8",,,"-","0",,,"-",,"-","
, SOUTH DAKOTA 
(44.43614, -100.230491)",
"NEVADA","2019","20","45",,"142",,"2061",,"1890",,,"-","5",,"20",,"12",,,"-","0",,,"-",,"-","
, NEVADA 
(39.283294, -114.916992)",
"TENNESSEE","2019","20","69",,"392",,"5140",,"5307",,,"-","9",,"87",,"76",,,"-","0",,,"-",,"-","
, TENNESSEE 
(35.842998, -86.343226)",
"WYOMING","2019","20","1",,"15",,"119",,"104",,,"-","1",,,"-","2",,,"-","0",,,"-",,"-","
, WYOMING 
(42.999627, -107.55145)",
"COLORADO","2019","21",,"-","269",,"3454",,"3413",,,"-","8",,"57",,"51",,,"-","0",,,"-","1",,"
, COLORADO 
(38.998552, -105.547832)",
"MICHIGAN","2019","21","122",,"443",,"6251",,"5947",,,"-","8",,"64",,"89",,,"-","1",,,"-","1",,"
, MICHIGAN 
(44.874798, -85.730977)",
"MAINE","2019","21","2",,"25",,"203",,"259",,,"-","4",,"15",,"10",,,"-","0",,,"-",,"-","
, MAINE 
(45.117911, -69.06137)",
"U.S. VIRGIN ISLANDS","2019","21",,"-","4",,,"-","10",,,"N",,"NC",,"N",,"N",,"-","0",,,"-",,"-","
, VIRGIN ISLANDS 
(18.060868, -64.840836)",
"MOUNTAIN","2019","21","245",,"887",,"14657",,"14737",,"1",,"20",,"257",,"203",,,"-","1",,"1",,"3",,,"
, MOUNTAIN "
